Sample name,Number used for scaling,xsec,luminosity,net weight,initial number of events,events passing metFilter,events passing single ele trg,Good ele,Good tau,opposite charge selection,delta R cut,third lepton veto,bJet veto,Higgs pt cut,Visible mass cut,events after met cut
WMinusHToTauTau,3442926.000000,0.033400,10380.250000,0.000101,3442926.000000,3436685.000000,481599.000000,416638.062500,55551.433594,7926.141602,7926.141602,6846.944336,6125.399902,3079.080322,1201.383911,893.702515
WPlusHToTauTau,3777578.000000,0.052000,10380.250000,0.000143,3777578.000000,3770072.000000,524111.000000,453491.156250,58348.304688,8306.608398,8306.608398,7179.027344,6411.921875,3171.605957,1298.036987,947.875427
ZHToTauTau,4652054.000000,0.055427,10380.250000,0.000124,4652054.000000,4643296.000000,506100.000000,436357.000000,52699.640625,8293.586914,8293.586914,7450.214355,6045.263184,2848.506348,1254.187866,995.866089
ZJetsToNuNu_HT100To200,22702468.000000,280.920000,10380.250000,0.128445,22702468.000000,22686184.000000,2407.000000,622.260925,11.992125,1.029084,1.029084,0.871173,0.301496,0.301496,0.000000,0.000000
ZJetsToNuNu_HT1200To2500,334332.000000,0.287400,10380.250000,0.008923,334332.000000,323647.000000,213.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT200To400,21618510.000000,77.640000,10380.250000,0.037279,21618510.000000,21592994.000000,3849.000000,948.638611,16.858282,1.566199,1.566199,1.419107,0.364020,0.364020,0.174133,0.000000
ZJetsToNuNu_HT2500ToInf,6446.000000,0.006933,10380.250000,0.011164,6446.000000,5906.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT400To600,9094890.000000,10.671000,10380.250000,0.012179,9094890.000000,9066725.000000,2431.000000,461.199341,7.431011,1.374564,1.374564,1.167500,0.515688,0.339607,0.339607,0.339607
ZJetsToNuNu_HT600To800,5664642.000000,2.561100,10380.250000,0.004693,5664642.000000,5627442.000000,1956.000000,311.393982,5.999999,0.646850,0.646850,0.646850,0.460945,0.460945,0.232085,0.000000
ZJetsToNuNu_HT800To1200,2041779.000000,1.177800,10380.250000,0.005988,2041779.000000,2014718.000000,886.000000,97.421379,1.564502,0.341728,0.341728,0.341728,0.341728,0.341728,0.000000,0.000000
ZZTo2L2Q,17768294.000000,3.220000,10380.250000,0.001881,17768294.000000,17747844.000000,3293444.000000,3052334.750000,125313.179688,15472.241211,15472.241211,15169.723633,12209.023438,6180.461914,2580.171631,1852.416504
ZZTo4L,86103680.000000,1.212000,10380.250000,0.000146,86103680.000000,86029168.000000,14804674.000000,12996418.000000,400885.937500,49095.996094,49095.281250,35328.328125,32494.138672,19340.779297,6892.665039,4232.993164
ZZTo4L,10994317.000000,1.212000,10380.250000,0.001144,10994317.000000,10984736.000000,1888166.000000,1657453.000000,51260.328125,6291.102051,6291.102051,4523.596680,4178.892578,2481.971680,897.528748,551.908081
ZZZ,213514.000000,0.013980,10380.250000,0.000680,213514.000000,213085.000000,19404.000000,18239.585938,1087.135254,138.243179,138.243179,122.980980,82.166931,54.010414,34.527477,20.916754
VBFHToWWTo2L2Nu,499278.000000,0.085800,10380.250000,0.001784,499278.000000,498740.000000,123059.000000,104640.414062,3473.800537,574.082336,574.082336,438.245850,398.325226,238.113235,112.595070,102.170273
WWTo2L2Nu_DoubleScattering,968000.000000,1.620000,10380.250000,0.017372,968000.000000,967414.000000,216744.000000,178698.687500,3800.453369,516.972046,516.972046,401.250336,380.319244,292.995636,44.737446,33.321880
WZTo1L3Nu,2681223.000000,3.050000,10380.250000,0.011808,2681223.000000,2678565.000000,468519.000000,408896.843750,4170.701172,652.977112,652.977112,645.309631,613.007996,494.872467,226.181473,143.333282
WpWpJJ_EWK,144938.000000,0.026150,10380.250000,0.001873,144938.000000,144433.000000,57028.000000,51277.613281,2450.414307,164.646103,164.646103,113.999733,103.288132,76.689384,49.710827,22.290245
WpWpJJ_QCD,149484.000000,0.026150,10380.250000,0.001816,149484.000000,148856.000000,48867.000000,43547.738281,2378.301514,224.641922,224.641922,167.338135,147.591461,110.947517,67.602379,39.406239
ZZTo2Q2Nu,36986756.000000,4.030000,10380.250000,0.001131,36986756.000000,36955536.000000,8478.000000,2428.980225,38.922150,4.606353,4.606353,4.782633,2.593382,1.571457,0.629299,0.629299
ZZTo2Q2Nu,2251465.000000,4.030000,10380.250000,0.018580,2251465.000000,2249497.000000,553.000000,168.066376,5.999999,0.745919,0.745919,0.745919,0.350084,0.180793,0.000000,0.000000
